customer_id,name,spending
58396,Vincent Burns,10386.94
89903,Jessica Adams,10377.25
69361,Mrs. Elizabeth Morrison DDS,10377.060000000001
39760,Christopher Elliott,10369.68
27711,Eric Peters,10326.2
55107,Stephanie Caldwell,10320.33
32564,Eric Dodson,10313.59
45352,Melissa Horton,10308.02
74168,Johnny Rojas,10307.22
96219,Miguel Perez,10303.08
74124,Elizabeth Pratt,10297.58
75836,Laura Mendoza MD,10296.59
2845,Michael Duffy,10295.21
55372,Cheryl Castro,10275.29
47221,Karen Anderson,10272.8
32315,Erica Ruiz,10257.52
77485,Jacqueline Schmidt,10257.519999999999
19704,Dawn Johnston,10238.23
37045,Jennifer Cooper,10220.32
68408,Linda Anderson,10199.0
81760,Robin Wallace,10196.85
57711,Mr. David Lopez,10195.54
15959,Patrick Lynn,10189.939999999999
242,David Hall,10189.529999999999
14657,Kenneth Cole,10182.720000000001
67360,Eric Delgado,10175.91
69363,David Gamble,10170.310000000001
27976,Kelly Lee,10144.380000000001
59829,Scott Jones,10131.0
3274,Betty Garcia,10108.29
14327,Stephanie Murphy,10087.63
35838,Alexandra Padilla,10082.970000000001
86717,Laura Murray,10065.43
40128,William Blevins,10064.739999999998
21297,Alicia Anderson,10053.31
10547,Andrew Bray,10046.710000000001
35306,Andrew Robertson,10044.490000000002
88181,Erin Poole,10042.9
33180,Ann Davidson,10025.93
92413,Stephen Reid,10019.84
24009,Erin Scott,10007.77
71931,Patricia Sullivan,9998.34
40399,William Martin,9987.51
65047,Laura Jackson,9982.210000000001
48426,Karen Brown,9980.74
83881,Justin Gay,9980.52
6838,Bonnie Harris,9979.179999999998
88890,Thomas Roberts,9974.35
16122,Jordan Lee,9972.97
29371,Maria Mitchell,9969.149999999998
61863,Tyrone Moran,9965.5
79295,Jonathan Pierce,9955.57
9465,Jennifer Aguilar,9951.48
23992,Samuel Gomez,9943.08
76679,Crystal Thomas,9933.28
16559,Timothy Sanders,9931.71
99343,Roger Flores,9931.529999999999
55616,Brooke Hill,9931.0
32508,Carrie Jackson,9922.71
84549,James Hughes,9922.18
95249,Christine Rivers,9922.09
28521,Lucas Deleon,9921.55
33310,Theresa Thomas,9920.689999999999
66193,Amber Sanford,9916.02
89204,Aaron Davies,9913.64
3410,Lisa Ruiz,9899.289999999999
21686,Kristi Mckinney,9883.97
89285,Debbie Beck,9881.4
29881,Natalie Rodriguez,9879.740000000002
72932,Renee Armstrong,9876.2
98181,Mrs. Wanda Escobar,9870.29
21814,Peter Weber,9869.34
18753,Heather Bell,9866.09
56573,Shannon Byrd,9861.8
63193,Phillip Walker,9860.77
79924,Leroy Murphy,9844.04
96670,Brittany Jones,9837.25
34572,Melanie Sanders,9827.449999999999
6484,Brittney Cooper,9814.8
15533,Alison Henderson,9806.94
61185,Scott Murray,9803.109999999999
50431,Karen Nelson,9801.240000000002
69180,Austin Downs,9795.18
77675,Andrew Kirk,9782.21
2503,Michael Summers,9774.6
33721,Daniel Benitez,9772.25
29245,Juan Mcneil,9753.47
16659,Zachary Cox,9752.09
62798,Mark Jacobs,9747.619999999999
35202,Seth Long,9747.34
28599,Karen Anderson,9746.029999999999
76174,Kristie Richardson,9745.15
13314,William Wade,9745.07
75190,Daniel Wilson,9741.01
11583,Anthony Phillips,9738.9
69344,Claudia Jones,9737.26
98660,Dr. Jennifer Torres,9730.73
9326,Alejandro Thomas,9727.75
11559,Chelsea Perez,9725.640000000001
44887,Jeffery Lamb,9724.94
69360,Michelle Moore,9718.22
95936,Nicole Cook,9708.84
74743,Margaret Hansen,9705.09
48378,George Webb,9692.439999999999
90828,Kimberly Wood,9689.6
24551,Emma Jacobson,9685.439999999999
28557,Crystal May,9683.890000000001
2780,Elaine Hobbs,9671.52
56208,Brian Paul,9669.1
60563,Jennifer Ibarra,9665.619999999999
86334,Daniel Pham,9665.19
67079,Michael Nelson,9663.869999999999
56082,Anita Arias,9662.5
66819,Kristine Taylor,9658.730000000001
47017,Sarah Taylor,9651.14
57465,Steven Alvarez,9647.2
48916,Ryan Harvey,9638.49
20913,John Briggs,9635.51
50367,Tamara Scott,9632.83
93187,Ruth Cardenas,9621.789999999999
23092,James Smith,9621.7
34247,Dr. Lawrence Wilson,9617.380000000001
74180,David Ortiz,9614.46
94772,Karen Smith,9614.01
10787,Andrea Roach DDS,9609.46
75417,Mr. Christopher Brown DDS,9605.53
28556,Sara Ross,9600.96
12139,Natasha Anderson,9599.26
14145,Daniel Holland,9591.3
13631,Kathryn Harvey,9587.16
97616,Allison Mendoza,9587.16
82262,Autumn Cervantes,9583.4
63340,Amy Morales,9581.55
97394,Eric Flores,9568.91
1490,Michael Salas,9562.3
57690,Christy Snyder,9559.03
52548,Joseph Austin,9549.73
52199,Gary Castillo,9547.849999999999
38302,Amanda Cervantes,9543.04
5686,Richard Walker,9535.890000000001
57433,Mrs. Destiny Gonzales,9534.25
80572,Sarah Black,9528.65
33834,Dr. Miranda Wolf,9524.849999999999
26896,Patricia Monroe,9518.65
79680,Angela May,9516.519999999999
95477,Nicholas Harris,9502.45
74228,Michelle Stuart,9494.9
69236,Jacqueline Williams,9487.41
16626,Christopher Dennis,9484.32
20682,Meredith Garcia,9482.16
72164,Kathleen Chang,9458.75
31542,Rachel Pennington,9456.97
59457,Anthony Brown,9447.68
64991,Dawn Nash,9447.650000000001
35132,Samantha Lopez,9447.130000000001
51615,Tiffany Santiago,9444.0
20502,John Casey,9441.039999999999
2314,Marvin Lin,9431.54
31011,Andrea Griffin,9430.039999999999
95200,Alison Scott,9429.4
56821,Debra Erickson,9424.37
13586,Jessica Russell,9421.72
89842,Joel Jones,9419.2
38484,Samantha Levy,9418.019999999999
32360,Sherri Smith,9416.29
82715,Nicholas Le,9415.78
54408,Kelly Newton,9411.71
48945,Alyssa Wright,9411.52
79757,Erin Harrell,9401.48
21999,Brittany Yates,9395.75
40180,Felicia Maynard,9385.18
60463,Debra Watkins,9384.15
85082,Elizabeth Camacho,9382.77
2856,Erin Williams,9378.38
92137,Daniel Williams,9375.97
63893,Christopher Graham,9366.58
56651,Nicholas Malone,9362.46
29447,Ann Wood,9361.18
16808,Cheryl Buck,9356.099999999999
21659,Alexander Hansen,9353.81
64316,Joseph Tate,9350.039999999999
95484,Ashley Carpenter,9339.09
86004,John Johnston,9338.55
32449,Kelsey Johnson,9338.25
5439,Andrew Pollard,9330.849999999999
59802,Mitchell Sharp,9327.689999999999
23181,Christopher Rowe,9324.26
80856,Brandon Kim,9320.779999999999
94281,David Cobb,9316.04
10932,Jennifer Gonzalez,9312.88
61700,Chelsea Washington,9303.33
12465,Debra Clark,9290.56
5524,Jamie Navarro,9283.73
55162,Melissa Smith,9283.28
54767,Victoria Mckay,9277.199999999999
42775,Nancy Yu,9276.9
63944,Deborah Weber,9276.89
44665,Nicholas Palmer,9276.269999999999
90440,Benjamin Smith,9270.72
88140,Amber Jones,9268.68
42357,Sean Palmer,9263.65
78279,Sheri Mcdonald,9255.49
63060,Jacob Bush,9250.66
51627,Rebecca Phillips,9229.35
8886,Carlos Taylor,9222.43
30356,Marcus Turner,9216.08
11827,Daniel Clark,9211.66
42368,Zachary Yang,9210.77
9919,Scott Walker,9207.16
32629,Debbie Lynn,9206.3
44651,Mary Guzman,9202.7
7741,Alexander Jones,9199.83
61308,Danny Jackson,9195.43
74710,Jacqueline Roberts,9194.45
26195,Craig Williams,9192.45
74581,Jeffrey Medina,9192.21
64431,Darryl Pham,9191.35
5253,Taylor Jones,9190.55
53899,Caleb Snyder,9189.86
19584,Justin Cook,9189.2
46053,Robert Wood,9188.689999999999
42929,Amy Villa,9182.35
96636,Randy Brown,9181.58
31749,Ruben Barker,9176.27
19555,Kaitlin Wilson,9159.68
43079,Albert Lane,9155.89
14076,Regina Bishop,9155.300000000001
72713,Jessica Ingram,9154.25
26947,Melissa Duran,9149.550000000001
59215,Andrea Lee,9148.43
86059,Jeanette Avery,9141.77
98604,Melissa James,9141.289999999999
16873,Olivia Lambert,9137.62
35294,Jerry Park,9131.6
28816,Mary Morgan,9126.2
5029,Daniel Benton,9122.82
53792,Carrie Diaz,9121.29
14849,Elizabeth Lawson,9118.31
10980,Stacy Stone,9113.19
9397,Jeffery Dominguez,9111.84
89618,Keith Smith MD,9109.769999999999
9420,Nancy Olson,9102.82
84964,Nicole Massey,9102.67
1056,Joseph French,9100.599999999999
76410,Veronica Cooper,9099.04
10610,Kelsey Craig,9094.960000000001
87598,Karen Allen,9087.49
41274,Denise Arias,9086.29
10403,Kathy Hernandez,9086.21
11814,Marc Baker,9086.2
91655,Sara Burgess,9083.970000000001
78181,Keith Wheeler PhD,9081.16
47750,Don Dixon,9078.66
6464,Kevin Leon,9077.2
44748,Sandra Howard,9075.42
95234,Kelly Durham,9074.15
71128,Donna Stone,9071.740000000002
97117,Charles Jackson,9069.75
35632,Nicholas Meyer,9064.02
40033,Angel Newman,9062.62
83861,Lindsey Harper,9061.25
46932,Bethany Fields,9060.83
85185,Marc Hawkins,9058.73
29159,Rebecca Quinn,9049.1
49711,Elizabeth Rodriguez,9036.6
34401,Robert Davis,9035.8
45442,Glen Patrick,9034.99
82954,Kathleen Pennington,9028.710000000001
51509,Caleb Cruz,9023.06
24706,William Snyder,9003.24
25098,Michael Jones,9001.65
7282,Christine Harper,8989.84
57575,Crystal Alvarado,8988.66
77222,Jeffrey Rosales,8985.6
60015,Marc Santana,8985.6
94070,Darren Gray,8983.02
974,Riley Lara,8982.6
1950,Nina Whitaker,8981.1
77823,Douglas Hardy,8980.82
72273,Amy Green,8967.9
90047,Rodney Smith,8962.119999999999
69948,Stacey Kennedy,8961.58
9169,Evelyn Williams,8961.300000000001
79487,Michael Jackson,8956.98
24028,Eric Ford,8956.43
8480,Monica Brown,8955.53
15679,Jill Wilson,8955.470000000001
63166,Frederick Hampton,8945.7
5726,Paul Crawford,8945.4
22542,Darius Stevens,8944.59
34063,Nancy Coleman,8937.07
51376,Alexander Mason,8936.199999999999
83857,Sandra Casey,8931.6
75650,Paula Gomez MD,8925.84
53230,Barry Lloyd,8918.730000000001
49458,Kristin Drake,8896.98
80,Ashley Ortiz,8893.289999999999
37124,Holly Thompson,8892.880000000001
86964,Krista Wagner,8891.98
91390,Richard Flores,8890.15
67342,Adam Brown,8889.61
43323,Joshua Johnson,8888.59
35635,Daisy Garrett,8886.720000000001
21674,James Campbell,8884.94
84276,Laura Clayton,8880.279999999999
27539,Danielle Tran,8878.18
81113,Jennifer Gonzales,8874.71
69395,Joel Walter,8873.51
29454,Amanda Phillips,8872.82
4960,Aaron Poole,8871.05
38713,Anthony Hanson,8865.98
18445,Joseph Woodard,8864.220000000001
65340,Christine White,8855.13
27172,Penny Gonzalez,8854.72
85703,Diane Williams,8850.43
128,Michael Schwartz,8849.82
61423,Nathaniel Avery,8849.349999999999
46946,William Humphrey,8848.2
69659,Monique Ferrell,8847.470000000001
30212,Jonathan Church,8847.0
54508,Emily Castaneda,8842.36
12641,Brianna Harrington,8837.5
97560,Diana Strong,8836.779999999999
99748,Kimberly Page,8833.82
1076,Kayla Walsh,8830.74
90340,Justin Larson,8830.25
86317,Stephanie King,8826.17
35563,Katelyn Nelson,8825.82
30486,Gregory Cameron,8822.38
91353,Shannon Jones,8822.019999999999
28298,Oscar Henson,8821.05
62730,Brian Russell,8820.52
94568,Chad Nelson,8818.21
44184,Tracy Fields,8817.29
93890,Sarah Jacobson,8815.07
22244,Melinda Clark,8813.85
29433,Adrienne Friedman,8812.93
61844,Jean Sullivan,8812.87
6017,Russell Robles,8804.420000000002
37368,Matthew Huynh,8795.15
19405,Julie Diaz,8794.130000000001
30932,Christian Lawson,8791.350000000002
93894,Bianca Harrison,8787.720000000001
65968,Melissa Walker,8785.55
48993,Christopher Herrera,8785.12
12104,Katrina Lara,8782.29
45393,Steven Snyder,8778.119999999999
51182,Peggy Burns,8777.380000000001
97259,Andrew Young,8756.41
86218,Jordan Stewart,8754.35
85467,Jose Little,8753.58
27640,John Wilcox,8743.289999999999
845,Kerry Matthews,8742.130000000001
15834,Sandra Perez,8738.19
61365,Jeanne Miller DDS,8735.65
83418,Jennifer Hernandez,8728.18
75195,Michelle Peterson MD,8728.07
4106,Roy Mann,8727.73
53345,Joshua Mercado,8727.0
56543,David Ryan,8716.57
60450,Vincent Stephens,8715.53
38208,Dwayne Parks,8710.55
19154,Mrs. Gloria Clark,8709.6
54341,Rebecca Robinson,8708.240000000002
68344,Jamie Cantrell,8707.99
74326,Gregory Hull,8699.16
61893,Mark Johnson,8695.68
30048,Austin Bell,8694.41
73184,Deborah Morales,8689.630000000001
75288,Dennis Moore,8685.64
59526,Eric Ruiz,8685.060000000001
65817,Mrs. Caroline Pope,8681.74
12563,Emily Taylor,8681.25
66276,Diana Herrera DDS,8680.470000000001
16723,Stephen Lopez,8679.800000000001
95279,Mark Williams,8677.75
16663,Grant Gross,8676.51
90567,Andre Young,8671.05
32524,Jenna Schneider,8670.93
36353,Tricia Alexander,8668.310000000001
95355,Melissa Fuentes,8666.460000000001
96073,Bradley Brock,8666.099999999999
39318,Sherry Smith,8665.36
89128,Jo Gilmore,8665.32
73707,Drew Turner,8660.56
80344,Timothy Richardson,8660.24
66871,Christopher Duncan,8651.14
9566,Billy Reyes,8650.400000000001
55951,Travis Williams,8649.08
1220,Thomas Burton,8645.22
86492,Morgan Rodriguez,8644.33
9077,Gregory Simpson,8642.16
1889,Ryan Green,8634.5
38865,John Ball,8630.7
78721,Katherine Phillips,8625.53
96845,Jared Brown,8622.04
14322,Vanessa Stein,8617.15
36530,Tammy Johnson,8617.05
16045,Laurie Anderson,8614.39
90291,James Ware,8612.85
45492,Nicole Aguilar,8609.25
17997,Morgan Duncan,8607.56
93784,Dr. Donna Irwin,8607.330000000002
5655,Seth Dennis,8604.59
14600,Cory Boyle,8604.08
51954,Shaun King,8603.76
20237,Barbara Estrada,8602.55
25610,Anthony Hoover,8597.76
58409,Jacob Marsh,8592.09
88452,Michael Goodman,8590.72
14123,Sandra Weaver,8589.92
43862,Jorge Marshall,8588.640000000001
75364,Jennifer Gonzalez,8583.21
32867,Andrew Jenkins,8582.45
67643,Jonathan Singh,8580.529999999999
30116,Joseph Hughes DDS,8577.73
83006,Erin Baker,8573.57
78003,Felicia White,8571.869999999999
45480,Laura Parks,8571.15
16399,Kathy Deleon,8569.53
61540,Kyle Potter,8565.49
13148,Derrick Lucas,8565.119999999999
50673,Victor Smith,8562.01
83910,Angela Stanley,8551.5
33544,Katherine Ortiz,8550.2
22328,Joseph Bishop,8548.2
73852,Brian Petersen,8545.73
91856,Katherine Hansen,8544.8
81374,Derek Gray,8544.65
44795,Mr. Larry Ellis,8544.1
38768,Shane Crawford,8540.939999999999
38724,Catherine Kelly,8537.289999999999
22239,Bruce Sullivan,8536.5
98307,Theresa Jordan,8531.05
82928,Jeremy Robertson,8522.95
25094,Stacey Pitts,8513.62
88443,Lindsay Collier,8512.69
46989,Cody Myers,8509.25
92970,Brad May,8500.75
49448,Melissa Ritter,8499.83
33833,Cody Kaufman,8497.05
24853,Daniel Barton,8490.710000000001
3087,Matthew Rodriguez,8489.82
31127,John Becker,8484.15
69319,Krystal Johnson,8482.550000000001
44757,Erin Ferrell,8481.720000000001
57475,Miguel Clark,8479.33
79644,Amber Graham,8479.11
40824,Mary Hood,8477.62
30848,Donna Bray,8474.99
68319,Sherry Ortiz,8473.71
58163,Julie Wilkins,8473.39
83942,Jesse Fuller,8471.62
93096,Dawn Cook,8464.539999999999
49029,Sheila Underwood,8463.32
59278,Jennifer Powell,8460.75
5557,Andrew English MD,8455.9
85966,Rhonda Stevenson,8455.44
44779,Travis Berg,8455.3
46677,Carol Wilson,8453.220000000001
32570,Colleen Chan,8452.859999999999
569,Scott Kerr,8452.13
30579,Russell Meyers,8451.890000000001
85358,Samantha Ortiz,8451.4
79988,Ashley Hopkins,8449.300000000001
59016,Katherine Williams,8449.27
10210,Brent Wells,8445.63
82238,Lisa Weber,8439.29
44876,Evan Jackson,8437.27
18622,Amber Lawrence,8433.91
50363,Shawn Wood,8433.58
44866,Gary Jackson,8432.24
23422,Michael Thomas,8429.98
52697,Omar Figueroa,8429.779999999999
69439,Cassie Hayes,8425.5
43411,Ricky Campos,8424.55
43548,Deborah Mcmahon,8424.45
79683,Christine Johnson,8422.52
68197,Ronald Mejia MD,8420.23
486,Jennifer Hodges,8420.18
14642,Adam Peters,8419.609999999999
5675,Melissa Barnes,8410.47
33976,Elizabeth White,8405.56
26602,Alyssa Simmons,8401.86
31067,Paul Parks,8401.599999999999
18803,Matthew Ortiz,8400.32
86192,Robert Green,8400.210000000001
20772,Walter Case,8400.16
60753,Patrick Jones,8390.99
61040,Amanda Brown,8382.169999999998
57852,Derek Howe,8377.38
73439,Richard Thompson,8372.539999999999
71296,John Brown,8370.05
21677,Sarah Salazar,8369.61
6666,Mark Grant,8368.66
33322,Brittany Lee,8365.87
46855,Kyle Lee,8365.01
27734,Rachel Hess,8364.73
22812,Lisa Obrien,8364.449999999999
18667,Caleb Houston,8363.74
58545,Christina Gregory,8360.670000000002
66161,April Moore,8359.880000000001
6953,Isaac Anderson,8359.130000000001
23884,Jeffrey Howard,8356.66
67634,Joseph Oneal,8355.35
34601,Craig Lucas,8354.56
26282,Ryan Miller,8351.599999999999
47377,Zachary Vazquez,8351.46
546,Brittney Kelly,8349.900000000001
7944,Kelly Jordan,8349.1
51981,Carlos Robinson,8348.48
2232,Jeffrey Villanueva,8347.92
66129,Aaron Sweeney,8346.82
71759,Kristina Dodson,8346.65
91898,Leslie Stevens,8342.62
38322,Susan Morton,8337.09
3437,April Thomas,8331.36
45430,Stanley Green,8331.36
10487,Sarah Davis,8329.55
72958,Anita Whitaker,8325.699999999999
99199,Emma Hogan,8323.86
15183,Rebecca Patton,8323.39
25921,Allison George,8319.48
64912,Christopher Payne,8312.26
2433,Kimberly Henson,8311.8
40469,Mrs. Debra Blake,8310.39
88438,Kelly Krause,8309.17
4791,Ruth Webb,8307.09
43429,Grace Benson,8305.84
71136,Sandra Bryant,8303.05
58986,Brian Hicks,8301.84
67411,William Davis,8299.66
85572,Mark Wilson,8298.31
36714,Joseph Schneider,8292.08
15790,Joseph Gallagher,8290.11
29823,Craig Morris,8289.08
30264,Vanessa Taylor,8288.69
19234,Eric Warner,8286.6
13608,Stephen Davis,8281.050000000001
4021,Haley Collins,8276.439999999999
30011,James Solis,8275.199999999999
92444,Olivia Smith,8272.230000000001
68295,Rachel Johnson,8271.029999999999
31882,Deanna Miller,8270.599999999999
86312,Christy Jackson,8264.14
66097,Jeremy Perez,8263.91
27695,Joseph Gray,8262.6
88713,Kevin Thompson,8262.15
50111,Stephen Norris,8257.02
49744,Brian Armstrong,8255.56
13696,Anthony Burns MD,8251.36
11830,Kevin Cooke,8248.2
8052,Tammy Lopez,8242.57
12694,Tamara Case,8240.55
9096,Nathaniel Lane,8239.23
53208,Anthony Brewer,8237.989999999998
15840,Mrs. Sherri Lopez,8237.15
34683,Yvonne Guerrero,8233.56
52982,Cynthia Decker,8231.54
38733,Christopher Lopez,8231.28
98270,Jesse Dixon,8225.34
47259,Joshua Meyer,8225.07
63307,Debra Henderson DDS,8224.61
23924,Adrian Koch,8223.82
41164,Patrick Marquez,8223.35
6879,Michelle Johns,8221.48
71231,Dr. Laurie Arnold,8218.310000000001
74990,Debra Dyer,8218.04
5923,Katherine Lewis,8217.27
74459,Jeremy Wilson,8217.11
39097,Amanda Lewis,8214.48
30105,Michelle Smith,8211.64
47002,Tracy Hays,8211.220000000001
48132,Jordan Mckenzie,8210.0
74028,Bianca Jackson,8203.59
98976,Michelle French,8201.2
53552,Matthew Weaver,8198.09
7288,Eric Guerra,8197.789999999999
7952,Troy Watson,8197.67
36923,Anna Willis,8197.18
26365,Christine Jenkins,8196.37
15093,Beth Carrillo,8189.59
48631,Sarah Rogers,8188.650000000001
23055,Jonathan Horton,8186.41
33402,Tracy Williams,8183.52
61777,Emily Schneider,8182.749999999999
62818,Mr. Ronald Smith MD,8177.84
76095,Tony Sullivan,8174.74
42607,James Vega,8169.639999999999
31349,Laura Nicholson,8163.35
17939,Kathy Mclaughlin,8162.099999999999
16291,Kristen Wilson,8162.04
42921,Renee Jones,8161.09
8562,Howard Pacheco,8160.6
14709,Corey Reyes,8160.11
6747,Maria Edwards,8157.36
937,Gary Hall,8154.55
73317,Monica Mann,8151.400000000001
29869,Denise Greer,8151.17
6908,Shirley Stone,8150.83
43309,Jose Crane,8149.08
35966,Mr. Edwin Ross,8146.68
67535,Ryan Carson,8145.380000000001
34654,Emily Morrow,8143.349999999999
17604,Robert Stevenson,8139.950000000001
20355,Heidi Garcia,8139.0
27838,James Stephenson,8138.28
10466,Joshua Barnes,8137.820000000001
47615,Stephen Baker,8136.9
71452,John Bass,8136.870000000001
84379,Tara Burch,8130.300000000001
94197,Thomas Garrett,8130.23
42773,Helen Lynn,8129.760000000001
50683,Amber Hernandez,8129.04
58768,Daniel Duran,8126.83
70335,Courtney Bishop,8126.629999999999
73851,Bianca Turner,8122.599999999999
991,Michele Hall,8118.59
24077,Luke Coleman,8118.55
20824,Angela Cox,8116.5
30461,Chelsea Johnson,8115.34
30723,Randall Williams,8110.470000000001
3706,Emily Mason DDS,8109.4
83648,Dr. Lisa Browning DDS,8106.97
10781,Nicole Crawford,8103.700000000001
78101,Timothy Young,8102.840000000001
85835,Michael Diaz,8101.27
32576,Stephen Mcmahon,8100.75
45605,Zachary Hill,8097.58
31377,Nicholas Robinson,8094.990000000001
91718,Joseph Perez,8094.34
58165,Shannon Patterson,8093.82
14347,Brittany Dennis,8093.68
80627,Cody Martinez,8090.0
28074,Sharon Cox,8089.030000000001
17968,Elizabeth Rangel,8085.200000000001
36028,Melissa Powell,8083.66
50241,Paula Walter,8079.06
19823,Gilbert Roberts,8079.05
43017,Lance Melton,8074.92
40792,Pamela Flores,8072.35
73447,Zachary Koch,8067.12
74077,Glenn Morrison,8066.3
79828,Christopher Pitts Jr.,8065.930000000001
73963,Susan Hoover,8065.299999999999
23735,Monique Ellison,8065.21
24047,Daniel Evans,8064.049999999999
85587,Angela Barry,8064.01
47983,Kelly Johnson,8063.700000000001
92109,Michael Brown,8063.299999999999
24548,Robert Prince,8048.91
95580,Christina Davis,8048.67
6880,Kelly Simpson,8045.61
73435,Brendan Cantu,8042.230000000001
30329,Kelsey Taylor,8041.700000000001
56295,James Hall,8039.16
46924,Robert Wright,8038.700000000001
560,Tina Cooper,8037.58
79559,Sara Green,8033.35
90313,Curtis Lopez,8033.289999999999
40268,Lisa Kim,8032.8
9453,Molly Snyder DDS,8032.45
67799,Christopher Woodard,8031.27
98673,Joe Jones,8026.750000000001
62857,Tommy Poole,8026.55
